0.8;0.227553459;0.2
0.825;0.314534591;0.2
0.85;0.403779874;0.2
0.860277778;0.442192872;0.2
0.872777778;0.496438155;0.2
0.875;0.506610063;0.2
0.884444444;0.548425577;0.2
0.895;0.598157233;0.2
0.898611111;0.615111111;0.2
0.906944444;0.655802935;0.2
0.914444444;0.695368973;0.2
0.92;0.725893082;0.2
0.925;0.758685535;0.2
0.930277778;0.794872117;0.2
0.936944444;0.846897275;0.2
0.943055556;0.893266247;0.2
0.949722222;0.953215933;0.2
0.953611111;0.991677149;0.2
0.958055556;1.044851153;0.2
0.961111111;1.090111111;0.2
0.963611111;1.13084696;0.2
0.965833333;1.189698113;0.2
0.966666667;1.237238994;0.2
0.966666667;1.26327673;0.2
0.966666667;1.289314465;0.2
