0.84;0.341591195;0.67
0.845277778;0.356268344;0.67
0.849722222;0.369819706;0.67
0.855277778;0.384494759;0.67
0.860277778;0.399174004;0.67
0.865277778;0.413853249;0.67
0.869444444;0.427406709;0.67
0.874722222;0.445480084;0.67
0.878333333;0.459037736;0.67
0.882222222;0.473725367;0.67
0.888611111;0.497450734;0.67
0.893888889;0.515524109;0.67
0.898888889;0.534731656;0.67
0.903333333;0.551679245;0.67
0.908055556;0.570888889;0.67
0.914166667;0.596880503;0.67
0.920277778;0.625136268;0.67
0.925;0.646610063;0.67
0.930555556;0.673737945;0.67
0.935;0.695213836;0.67
0.939722222;0.720083857;0.67
0.945;0.747213836;0.67
0.949722222;0.774348008;0.67
0.953333333;0.794698113;0.67
0.956666667;0.815050314;0.67
0.959166667;0.832012579;0.67
0.9625;0.854628931;0.67
0.965555556;0.877247379;0.67
0.967777778;0.893079665;0.67
0.969722222;0.904385744;0.67
0.971944444;0.92248218;0.67
0.974444444;0.94057652;0.67
0.976666667;0.958672956;0.67
0.978611111;0.976771488;0.67
0.98;0.990345912;0.67
0.9825;1.012968553;0.67
0.985;1.037855346;0.67
0.987777778;1.069532495;0.67
0.989444444;1.089897275;0.67
0.991111111;1.112526205;0.67
0.992777778;1.135155136;0.67
0.994444444;1.167972746;0.67
0.995555556;1.188341719;0.67
0.996111111;1.205318658;0.67
0.996666667;1.227955975;0.67
0.9975;1.289081761;0.67
0.9975;1.260779874;0.67
