0.8;0.228685535;0.33
0.819722222;0.284008386;0.33
0.824722222;0.299819706;0.33
0.835833333;0.33709434;0.33
0.849722222;0.382272537;0.33
0.855277778;0.39921174;0.33
0.863055556;0.425190776;0.33
0.87;0.452308176;0.33
0.874722222;0.47151782;0.33
0.881111111;0.497507338;0.33
0.8875;0.52236478;0.33
0.892222222;0.542706499;0.33
0.898888889;0.572090147;0.33
0.904722222;0.598083857;0.33
0.910833333;0.626339623;0.33
0.918333333;0.662509434;0.33
0.924444444;0.694161426;0.33
0.930277778;0.725815514;0.33
0.936111111;0.759733753;0.33
0.941111111;0.794790356;0.33
0.946111111;0.827582809;0.33
0.949722222;0.855857442;0.33
0.954722222;0.893178197;0.33
0.957777778;0.918060797;0.33
0.961666667;0.94972956;0.33
0.965833333;0.991584906;0.33
0.968055556;1.015341719;0.33
0.971944444;1.060595388;0.33
0.974166667;1.090012579;0.33
0.977222222;1.135272537;0.33
0.978611111;1.164696017;0.33
0.979444444;1.188463312;0.33
0.98;1.212232704;0.33
0.980555556;1.289209644;0.33
0.980555556;1.233737945;0.33
0.980833333;1.266566038;0.33
